序号,区县名称,街道名称,社区名称,类别名,名称（全称）,地址（详细到门牌号）,邮政编码,联系电话,服务项目,服务时间
230,房山区,西潞街道,苏庄一里社区,超市,亨多超市,社区12号楼底商,102488,,百货，副食,
231,房山区,西潞街道,太平庄西里社区,超市,华冠超市,太平庄广场向东50米,102488,89365250,日用百货售卖,8:30-11:3013:30-17:00
232,房山区,西潞街道,太平庄西里社区,超市,点点超市,太平庄广场向东150米,102488,61356455,日用百货售卖,8:30-11:3013:30-17:00
233,房山区,西潞街道,西路大街社区,超市,华冠分店,良乡西路28号,102488,89372248,日用品,8：00～20：00
234,房山区,西潞街道,西潞园社区,超市,惠尔新超市,西潞园社区内,102487,,零售,
235,房山区,西潞街道,夏庄社区,超市,双隆批发部,兴家小区14号楼,,,商品销售,
236,房山区,西潞街道,夏庄社区,超市,西兰岛超市,西兰岛小区,,,商品销售,
237,房山区,西潞街道,月华社区,超市,北京鑫仙天商贸有限公司,月华社区内,102488,60381803,日用百货,
238,房山区,琉璃河镇,金果林社区,超市,家家益超市、尤佳鑫隆超市,金果林家园一区、鑫秀家园1号楼102,102403,89388238,便民服务,常年早8点晚8点
239,房山区,琉璃河镇,水泥厂社区,超市,华冠、点点超市,水泥厂路11号,102403,89388824,,
240,房山区,河北镇,房山矿社区,超市,华冠连锁超市27分店,房山矿北大门里,102415,60384348,为居民提供日常生活用品,全天
241,房山区,拱辰街道,拱辰北大街社区,超市,点点超市,拱辰北大街社区36号楼一层底商,102488,89361270,购物,8：00——21：00
242,房山区,拱辰街道,三街社区,超市,华冠购物中心,良乡北关西路14号,102488,69371860,购物、娱乐,全天
243,房山区,拱辰街道,玉竹园社区,超市,家福超市,玉竹园B2一层底商,102488,89378003,购物,8：00——21：00
244,房山区,窦店镇,京南嘉园社区,超市,"旺角超市
",北京市房山区窦店镇京南嘉园1号商业楼,102433,69394677,售日用百货,周一——周日，上午8:00至晚上21:00
245,房山区,窦店镇,京南嘉园社区,超市,信旺超市,北京市房山区窦店镇京南嘉园1号商业楼,102433,15712831517,售日用百货,周一——周日，上午8:00至晚上21:00
246,房山区,窦店镇,京南嘉园社区,超市,连云超市,北京市房山区窦店镇京南嘉园1号商业楼,102433,13691313878,售日用百货,周一——周日，上午8:00至晚上21:00
247,房山区,窦店镇,京南嘉园社区,超市,综合便利店,北京市房山区窦店镇京南嘉园16号楼1单元101室,102433,13611081730,售日用百货、蔬菜、水果等,周一——周日，上午8:00至晚上21:00
248,房山区,窦店镇,沁馥家园社区,超市,世纪联华超市,小区门口西侧,102433,69399108,日用百货,6am_11pm
249,房山区,窦店镇,沁园春景社区,超市,沁园超市,社区底商,102433,,,每天
250,房山区,窦店镇,山水汇豪苑社区,超市,华冠.家家福超市,西大门商务楼,102433,69391343,百货和食品,8；00---21；00
251,房山区,窦店镇,田家园社区,超市,民生家乐10店,田家园社区东门北商业楼,102433,80303988,生活用品、服装等,早8:30-晚8:30
252,房山区,窦店镇,田家园社区,超市,佳得利,田家园社区南门东侧,102433,13717608875,生活用品等,早8:00-晚8:30
253,房山区,窦店镇,田家园社区,超市,世纪华联,田家园小区四区五号楼102,102433,13621034943,生活用品等,早8:00-晚8:30
254,房山区,窦店镇,亚新社区,超市,华冠21分店,亚新路2号,102402,80332114,生活用品,每天
255,房山区,大安山乡,大安山煤矿社区,超市,佳惠超市,大安山乡元港村八二零,102419,,,
256,房山区,城关街道,福星家园社区,超市,房山美廉美超市,房山城关西大街1号,102400,89337987,日常用品销售,全天
257,房山区,城关街道,府东里社区,超市,华冠超市,房山区城关街道兴东大街157号,102400,,生活用品零售,
258,房山区,城关街道,矿机社区,超市,华冠超市便利店,矿机南路,102400,,日用百货、食品,8点-21点
259,房山区,城关街道,南里社区,超市,美廉美超市,北京市房山区城关街道南大街,102400,,生活用品零售,
260,房山区,城关街道,南里社区,超市,华冠29分店,北京市房山区城关街道南大街,102400,,生活用品零售,
261,房山区,城关街道,永安西里社区,超市,便民超市,房山区城关街道永安西里社区2号楼东侧,102400,81308753,零食、饮料、肉类、禽蛋、半制品、海鲜、熟食、粮油、水果、蔬菜等供应，满足居民的一般生活需求。,周一至周日8:00—19:00
262,房山区,城关街道,新东关社区,超市,建林超市,兴房大街18号院底商,102400,69315325,日用品批发、零售,全天
263,房山区,城关街道,新东关社区,超市,今日鑫烟酒超市,兴房大街18号院底商,102400,69315325,烟酒批发、零售,全天
264,房山区,城关街道,新东关社区,超市,爱心腾达超市,兴房大街18号院底商,102400,69315325,日用品批发、零售,全天
265,房山区,城关街道,永乐园社区,超市,美廉美超市北关店,城关大街,102400,69327068,零售日用品等,
266,房山区,城关街道,永乐园社区,超市,华冠5分店,城关南大街,102400,,零售日用品等,
267,房山区,城关街道,永兴达社区,超市,武发日用百货超市,城关南路2号院2号楼1单元102室,102400,,为辖区居民提供日用商品服务,全天
268,房山区,城关街道,永兴达社区,超市,华军日用百货超市,城关九州B区7号楼6单元102室,102400,13381279605,为辖区居民提供日用商品服务,全天
269,房山区,城关街道,永兴达社区,超市,红晨日用百货超市,城关九州B区13号楼1单元101室,102400,13521037181,为辖区居民提供日用商品服务,全天
270,房山区,城关街道,永兴达社区,超市,千百家日用百货超市,城关九州B区7号楼7单元101室,102400,81308407,为辖区居民提供日用商品服务,全天
271,房山区,城关街道,永兴达社区,超市,百祥合副食牛栏山酒业,城关九州B区7号楼8单元102室,102400,13051215761,为辖区居民提供日用商品服务,全天
272,房山区,城关街道,永兴达社区,超市,丁文木百货超市,城关南路2号院1号楼1单元102室,102400,13716367211,为辖区居民提供日用商品服务,全天
273,房山区,城关街道,永兴达社区,超市,永兴平价超市,城关南路2号院2号楼2单元101室,102400,13671088466,为辖区居民提供日用商品服务,全天
274,房山区,城关街道,永兴达社区,超市,老百姓水果超市,城关南路2号院2号楼2单元102室,102400,13716517898,为辖区居民提供新鲜水果,全天
275,通州区,北苑街道,北苑桥社区,超市,国泰超市,八里桥南街1号院1-1地下一层,101100,60538595,百货,周一至周日9点30-21点
276,通州区,北苑街道,滨惠南三街社区,超市,物美便利店,新华西街139号,101100,69553656,生活用品,24小时
277,通州区,北苑街道,复兴南里社区,超市,满天星超市,北苑南路38号院平房,101100,15801648688,购买各种生活用品,每日早8:00至晚9:00
278,通州区,北苑街道,果园西社区,超市,物美便利超市金源泉店,通州区北苑南路44-21,101100,80811578,购物,9:00～21:00
279,通州区,北苑街道,新华联家园北区社区,超市,北京物美商业集团股份有限公司,通朝大街103号,101100,81566412,日用品零售,全天
280,通州区,北苑街道,锦园社区,超市,福克隆超市,西果园2号,101100,60536583,商品零售,周一至周日上午8:30-下午21:00
281,通州区,北苑街道,京贸国际社区,超市,京贸圣达超市,八里桥南街68号院2号楼101,101100,89505934,食品、百货,8点至21点
282,通州区,北苑街道,帅府社区,超市,京客隆（北京三福缘商店）,新仓路33号,101100,13520056339,超市,
283,通州区,北苑街道,帅府社区,超市,水果蔬菜超市,新仓路53号,101100,13124783917,水果、蔬菜,
284,通州区,北苑街道,五里店社区,超市,三同顺超市,杨庄路2号,101100,13240780821,为下岗失业人员提供工作岗位,全天
285,通州区,北苑街道,新北苑社区,超市,京东大运河农产品配送中心24号店,杨庄1号院1号楼南,101100,89580506,批发和零售,
286,通州区,北苑街道,新北苑社区,超市,北京年年永红超市,杨庄路甲10号院1号楼,101100,13910656879,批发和零售,
287,通州区,北苑街道,新城南街社区,超市,京隆超市,中山街52号楼4-8,101100,80547133,日用百货、小食品,
288,通州区,北苑街道,新城南街社区,超市,京隆超市,中山街52号楼4-8,101100,80547133,日用百货、小食品,
289,通州区,北苑街道,长桥园社区,超市,美联福超市,八里桥南街87号院长桥园小区9号楼,101100,89503538,出售各种日用百货、食品等。,周一至周日
290,通州区,北苑街道,中山街社区,超市,北京物美商业集团服务有限公司,新华西街50号,101100,88259488,批发零售业（日常用品）,早：8：00—晚21:00
291,通州区,北苑街道,中山街社区,超市,北京市京客隆超市连锁有限公司,新华西街54号,101100,52118168,批发零售业（日常用品）,早：8：00—晚21:00
292,通州区,漷县镇,金三角社区,超市,海香春超市,金三角工贸城内,101112,80566241,副食、百货,
293,通州区,漷县镇,金三角社区,超市,腾力隆超市,金三角工贸城内,101112,80561723,副食、百货,
294,通州区,漷县镇,金三角社区,超市,绿然食品超市,金三角工贸城内,101112,80569663,副食、百货,
295,通州区,漷县镇,金三角社区,超市,立明便利超市,金三角工贸城内,101112,80561173,副食、百货,
296,通州区,漷县镇,绿茵西区,超市,谷德马特超市,漷县镇一街东侧,101109,,,16小时
297,通州区,漷县镇,绿茵小区,超市,谷德马特超市,漷县镇一街东侧,101109,,,16小时
298,通州区,梨园镇,翠景北里社区,超市,家乐福北京通州店,北京市通州区九棵树西路48号,101121,51678911,食品、日用品零售,
299,通州区,梨园镇,翠屏北里社区,超市,迪亚天天超市,翠屏北里西区21号楼9号、10号底商,101121,13366276118,副食、百货、日用品,早8：00至晚10：00
300,通州区,梨园镇,翠屏北里社区,超市,首航超市,翠屏北里西区22号底商,,60557933,副食、百货、日用品,早8：00至晚10：00
301,通州区,梨园镇,格瑞雅居社区,超市,世纪华联超市,通州区格瑞雅居底商63号,101101,57133183,销售食品及家用小百货用品,早8:00—晚21:00
302,通州区,梨园镇,葛布店东里社区,超市,兴建烟酒超市,北杨洼26号楼111,101101,81536334,副食、生活用品,7:30——11:30
303,通州区,梨园镇,葛布店东里社区,超市,烟酒茶超市,北杨洼26号楼312,101101,81543561,副食、生活用品,7:30——11:30
304,通州区,梨园镇,葛布店东里社区,超市,鑫乐竹超市,北杨洼26号楼411,101101,15010173931,副食、生活用品,7:30——11:30
305,通州区,梨园镇,葛布店东里社区,超市,恒隆副食超市,北杨洼30号楼111,101101,81515256,副食、生活用品,7:30——11:30
306,通州区,梨园镇,葛布店东里社区,超市,云海林超市,北杨洼30号楼211,101101,69533049,副食、生活用品,7:30——11:30
307,通州区,梨园镇,京洲园社区,超市,康乐福超市,通州区梨园镇京洲南街2号,101101,60546920,日用百货,8：00-18：00
308,通州区,梨园镇,梨园东里社区,超市,彩蝶双飞超市,玉桥中路71号,,81537469,销售日用商品,8：00至20：00
309,通州区,梨园镇,靓景明居社区,超市,京福客超市,通州区怡乐东路33-35号,101121,13141251156,包装食品、乳冷食品、海产品,7:00-22:00
310,通州区,梨园镇,靓景明居社区,超市,北京市靓景建泉超市,通州区怡乐中街332号底商,101121,5801.3587,副食、包装食品、熟食制品,7:00-22:00
311,通州区,梨园镇,靓景明居社区,超市,北京博客润福超市,通州区靓景明居316-318底商,101121,,超市,7:00-22:00
312,通州区,梨园镇,龙鼎园社区,超市,文霞四海商店,云景南大街107号,101121,81551045,零售,8：00--20：00
313,通州区,梨园镇,龙鼎园社区,超市,物美碧芳都便利店,云景南大街139号,101121,81551288,零售,8：00--20：00
314,通州区,梨园镇,龙鼎园社区,超市,烟酒茶超市,云景南大街129号,101121,81551601,零售,8：00--20：00
315,通州区,梨园镇,龙鼎园社区,超市,北京全家聚超市,云景南大街119-121号,101121,81513471,零售,8：00--20：00
316,通州区,梨园镇,曼城家园社区,超市,社区便民超市,曼城家园社区436-3-102,101121,60555315,便民超市,全天
317,通州区,梨园镇,群芳园社区,超市,鑫福运来超市、浙客隆超市,云景东路66号院群芳园底商,101101,81518677、81520183,零售,
318,通州区,梨园镇,万盛北里社区,超市,福兰德超市,万盛北里380号楼,101100,,便利超市,8：00-22：00
319,通州区,梨园镇,欣达园社区,超市,京添福,云景东路435号,,52115483,百货,8:30-22:00
320,通州区,梨园镇,新华联南区社区,超市,天天双汇超市,运河西大街30号商5,101101,81557058,销售蔬菜水果日用品等,早7:00至晚10:00
321,通州区,梨园镇,颐瑞东里社区,超市,高楼鑫金小型便利超市,颐瑞中二路70—72号,101121,81576106,购物,早8点—晚9点
322,通州区,梨园镇,云景北里社区,超市,便民超市,新城阳光小区44号楼底商,,81512498,日常购物,9：:0-17:00
323,通州区,梨园镇,云景东里社区,超市,"北京物美商业集团
股份有限公司通州
梨园店","通州区梨园镇云景东路贵
友大厦地下一层",101100,59754226,日用百货食品,8：30-21：00
